Ourcontigname,MM.darkorange
contig174587,NA
contig174594,NA
contig174601,NA
contig174606,NA
contig174613,NA
contig174621,NA
contig174631,0.815160279598856
contig174642,NA
contig174646,NA
contig174647,NA
contig174648,NA
contig174656,NA
contig174661,NA
contig174662,NA
contig174665,NA
contig174667_20698,NA
contig174669,NA
contig174679,NA
contig174686_25654_70654,NA
contig174689,NA
contig174690,NA
contig174699,NA
contig174702,NA
contig174703,NA
contig174705_213143,NA
contig174712,NA
contig174717,NA
contig174726_181029,NA
contig174740,NA
contig174741,NA
contig174742_57430_151125_116095_113824,NA
contig174747,NA
contig174758_165154,NA
contig174765,NA
contig174767,NA
contig174768,NA
contig174776,NA
contig174783_217278,NA
contig174792,NA
contig174795,NA
contig174803,NA
contig174813,NA
contig174815_193969,NA
contig174823,NA
contig174824,NA
contig174831,NA
contig174842,NA
contig174844,NA
contig174851,NA
contig174863,NA
contig174866,NA
contig174868,NA
contig174871_109095_179917_189616,NA
contig174875,NA
contig174876,NA
contig174891,NA
contig174897_194193,NA
contig174921,NA
contig174925,NA
contig174933,NA
contig174942_207975_212421_172070,NA
contig174945,NA
contig174957,NA
contig174966_153567,NA
contig174967,NA
contig174969_116469_179308,NA
contig174978,NA
contig174981,NA
contig174986,NA
contig174987,NA
contig174996,NA
contig174997,NA
contig175000,NA
contig175019,NA
contig175034_165361,NA
contig175044,NA
contig17516,NA
contig17520,NA
contig175377,0.837667549890378
contig175396,NA
contig175415,NA
contig175417,NA
contig175419,NA
contig175519,NA
contig175525_180816,NA
contig175527,NA
contig175529,NA
contig175531,NA
contig175542,NA
contig175548,NA
contig175549,NA
contig175552,NA
contig175558,NA
contig175560,NA
contig175573_176422,NA
contig175575,NA
contig175583,NA
contig175593,NA
contig175597,NA
contig175599,NA
contig175601,0.846500616833166
contig175603,NA
contig175604,NA
contig175607,NA
contig175615,NA
contig175616,NA
contig175618,NA
contig175622,NA
contig175626,NA
contig175627,NA
contig175630_174532,NA
contig175636,NA
contig175637,NA
contig175638,NA
contig175645,0.774721097360437
contig175646,NA
contig175650,NA
contig175651,NA
contig175657_162476,NA
contig175662,NA
contig175673,NA
contig175674,NA
contig175678,NA
contig175680_176054,NA
contig175681,NA
contig175687,NA
contig175691,NA
contig175692,NA
contig175694,NA
contig175696,NA
contig175704_179110,NA
contig175716,NA
contig175718,NA
contig175719,NA
contig175721,NA
contig175725,NA
contig175726,NA
contig175729,NA
contig175744,NA
contig175746_24125,NA
contig175750_156905,NA
contig175753,NA
contig175754_59180_189574,NA
contig175762,NA
contig175766,NA
contig175767_119439_182096,NA
contig17577,NA
contig175771,NA
contig175781,NA
contig175786,NA
contig175794,NA
contig175798,NA
contig175802_175961,NA
contig175803,NA
contig175805,NA
contig175806,NA
contig175807,NA
contig175808,NA
contig175810,NA
contig175814,NA
contig175816,NA
contig175820,NA
contig175821_185029_70681_82214,NA
contig175823,NA
contig175826,NA
contig175829,NA
contig175834,NA
contig175837_177069_179124,NA
contig175838,NA
contig175845,NA
contig175847,NA
contig175848,NA
contig175853,NA
contig175858,NA
contig175861,NA
contig175862_210172,NA
contig175866,NA
contig175867,NA
contig175872,NA
contig175882,NA
contig175887,NA
contig175889,NA
contig17589,NA
contig175890,NA
contig175891,NA
contig175892,NA
contig175894,NA
contig175895_176169_188694_176843,NA
contig175896,NA
contig175897,NA
contig175898,NA
contig175901,NA
contig175903,NA
contig175905_115541,NA
contig175909,NA
contig17591,NA
contig175910,NA
contig175912,NA
contig175914_180948,NA
contig175934,NA
contig175936,NA
contig175938,NA
contig175943,NA
contig175946,NA
contig175947,NA
contig175958,NA
contig175963_600024,NA
contig175966_182808,NA
contig175974,NA
contig175977,NA
contig175979,NA
contig175982_174694,NA
contig175983,NA
contig175984,NA
contig175991,NA
contig175992,NA
contig176001,NA
contig176002,NA
contig176007,NA
contig176008,NA
contig176013,NA
contig176014,NA
contig176016,NA
contig176024,NA
contig176028,NA
contig176030,NA
contig176034_145788_107997_107797_178110,NA
contig176035,NA
contig176037,NA
contig176038,NA
contig176046,NA
contig176047,NA
contig176056,NA
contig176061,NA
contig176064_74666_149818,NA
contig176066,NA
contig176067,NA
contig176068,NA
contig176069,NA
contig17607_112401,NA
contig176071,NA
contig176078,NA
contig176087,NA
contig176089_153680_176399,NA
contig176093,NA
contig176096,NA
contig176100,NA
contig176102,NA
contig176111,NA
contig176114,NA
contig176115,NA
contig176117,NA
contig17612,NA
contig176121,NA
contig176125,NA
contig176128_189465,NA
contig176131,NA
contig176137,NA
contig176139_190091,NA
contig176140,NA
contig176147,NA
contig176153,NA
contig176156_209549,NA
contig176157,NA
contig176163,NA
contig176174,NA
contig176180_78971,NA
contig176198,NA
contig176201,NA
contig176203_53415,NA
contig176210,NA
contig176213,NA
contig176214,NA
contig176215,NA
contig176216_182949,NA
contig176218,NA
contig176234,NA
contig176235,NA
contig176237,NA
contig176238,NA
contig176240,NA
contig176256,NA
contig176258,NA
contig176262,NA
contig176264,NA
contig176265,NA
contig176266,NA
contig176270,NA
contig176276,NA
contig176280_10424_75856_211757,NA
contig176282_153388,NA
contig176289_120118_153740_72036_88343_162349,NA
contig176292,NA
contig176302,NA
contig176305,NA
contig176310,NA
contig176311,NA
contig176317,NA
contig176324,0.423066375141558
contig176326,0.799993272827552
contig176337,NA
contig176339,NA
contig176341,NA
contig176343,NA
contig176347,NA
contig176349,NA
contig176352_209787_176144,NA
contig176353,NA
contig176359_142305_99192,NA
contig176363,NA
contig176367,NA
contig176369,NA
contig176373,NA
contig176379,NA
contig176384,NA
contig176385,NA
contig176387,NA
contig176391,NA
contig176392,NA
contig176394,NA
contig176405_179494_181052,NA
contig176406,NA
contig176407,NA
contig176414,NA
contig176421,NA
contig176424,NA
contig176428,NA
contig176432,NA
contig176435,NA
contig176437,NA
contig176446,NA
contig176447,NA
contig176450_105992,NA
contig176462_218678,NA
contig176463,NA
contig176465_189135,NA
contig176467,NA
contig176475_177556,NA
contig176476,NA
contig176478,NA
contig176479,NA
contig176486,NA
contig176487_177832,NA
contig176500,NA
contig176504,NA
contig176516,NA
contig176518,NA
contig176526_54354,NA
contig176533,NA
contig176537,NA
contig176550,NA
contig176554,NA
contig176556,NA
contig176562,NA
contig176563_204017,NA
contig176568,NA
contig176569,NA
contig176570_104432,NA
contig176571,NA
contig176576,NA
contig176577,NA
contig176592,NA
contig176597,NA
contig176598,NA
contig176605,NA
contig176610_72583,NA
contig176611_211912,NA
contig176612_171452,NA
contig176620_148209,NA
contig176621,NA
contig176628_152755,NA
contig176629,NA
contig176632,NA
contig176644,NA
contig176647,NA
contig176652_176846,NA
contig176653,NA
contig176655,NA
contig176663,NA
contig176665,NA
contig176668,NA
contig176675_203803,NA
contig176678,NA
contig176687_175660_156809,NA
contig176690_215922,NA
contig176693,NA
contig176696_171087_180089,NA
contig176697,0.808257052698356
contig176700,NA
contig176702_600162_180264,NA
contig176707,NA
contig176708,NA
contig176712,NA
contig176713_204289,NA
contig176714_210518_105285,NA
contig176719_165748,NA
contig176721,NA
contig176724,NA
contig176727,NA
contig176736,NA
contig176739,NA
contig176740,NA
contig176741_213696,NA
contig176756,NA
contig176760,NA
contig176763,NA
contig176769,NA
contig176771,NA
contig176772_79019,NA
contig176773,NA
contig176788,NA
contig176789,NA
contig176794,NA
contig176801_113676,NA
contig176812,NA
contig176815,NA
contig176818,NA
contig17682,NA
contig176821_175668,NA
contig176825,NA
contig176830,NA
contig176835,NA
contig176837,NA
contig176840_73113,NA
contig176842,NA
contig176844_108494_2177_71355,NA
contig176850,NA
contig176852_171157,NA
contig176859,NA
contig176860,NA
contig176867_94091,NA
contig176868,NA
contig176869,NA
contig176879,NA
contig176880,NA
contig176882_115845,NA
contig176889,NA
contig176894,NA
contig176897,NA
contig176899,NA
contig176902,NA
contig176910,NA
contig176916,NA
contig176923,NA
contig176924,NA
contig176925_48217_115002,NA
contig176931,NA
contig176933,NA
contig176936,NA
contig176937_175723,NA
contig176941,NA
contig176942_209821,NA
contig176943,NA
contig176944_189220,NA
contig176946,NA
contig176956,NA
contig176959,NA
contig176962,NA
contig176969,NA
contig176971_177085,NA
contig176972,NA
contig176975,NA
contig176976,NA
contig176979,NA
contig176981,NA
contig176986,NA
contig176989,NA
contig176994,NA
contig177001,NA
contig177004,NA
contig177008,NA
contig177021,NA
contig177026_147747,NA
contig177027,NA
contig177032,NA
contig177038,NA
contig177041,NA
contig177044,NA
contig177047,NA
contig177051,0.685763485024906
contig177057,NA
contig177061_151230,NA
contig177062,NA
contig177065,NA
contig177066,NA
contig177070,NA
contig177071,NA
contig177077,NA
contig177091,NA
contig177094_115787,NA
contig177095,NA
contig177098,NA
contig177102_77726,NA
contig177105,NA
contig177106,NA
contig177108,NA
contig177111,NA
contig177114,NA
contig177119,NA
contig177124,NA
contig177126_92563,NA
contig177127_181825,NA
contig177128,NA
contig177134,NA
contig177142_191643_158331,NA
contig177145,NA
contig177150,NA
contig177153,NA
contig177162,NA
contig177164,NA
contig177170,NA
contig177173_215059,NA
contig177174,NA
contig177183,NA
contig177185,NA
contig177188,NA
contig177192_180426,NA
contig177202,NA
contig177208,NA
contig177209,NA
contig177220,NA
contig177223,NA
contig177224,NA
contig177225,NA
contig177227_183374_183521,NA
contig177238,NA
contig177247,NA
contig177248,NA
contig177250,NA
contig177256,NA
contig177257,NA
contig177261_177284,NA
contig177268,NA
contig177270,NA
contig177279,NA
contig177285,NA
contig177288,NA
contig177293_179442_179021_182671,NA
contig177298,NA
contig177300,NA
contig177304,NA
contig177305,NA
contig177311_209973,NA
contig177312,NA
contig177314,NA
contig177316,NA
contig177319,NA
contig177321_106959_163805,0.683649011165197
contig177322,NA
contig177327,NA
contig177334_68860,NA
contig177335,NA
contig177336,NA
contig177337,NA
contig177343,NA
contig177345,NA
contig177351,NA
contig177355,NA
contig177356,NA
contig177359,NA
contig177362,NA
contig177368,NA
contig177369,NA
contig177378_600088_198636,NA
contig177383,NA
contig177384,NA
contig177386,NA
contig177389_112973_170419_130317_77123,NA
contig177391,NA
contig177393_189176,NA
contig177395_118100,NA
contig177402,NA
contig177403,NA
contig177412,NA
contig177423,NA
contig177425,NA
contig177426,NA
contig177427,NA
contig177432_94202,NA
contig177434,NA
contig177441,NA
contig177447,0.709579859824922
contig177460,NA
contig177461,NA
contig177469_209841,NA
contig177472,NA
contig177478_96629_105217,NA
contig177481_107018,NA
contig177485,NA
contig177490_185790_187005_165736_105877,NA
contig177498,NA
contig177505_179432,NA
contig177508,NA
contig177510,NA
contig177512_188996,NA
contig177513,NA
contig177514,NA
contig177516,NA
contig177522,NA
contig177526,NA
contig177527,NA
contig177532_107548_131411,NA
contig177539,NA
contig17754_147885,NA
contig177550,NA
contig177558,NA
contig177559,NA
contig177560_105819,NA
contig177570_145545,NA
contig177573_174738_205250,NA
contig177577,NA
contig177591,NA
contig177594,NA
contig177595,NA
contig177602,NA
contig177616,NA
contig177629,NA
contig177631,NA
contig177637,NA
contig177646,NA
contig177649,NA
contig177651,NA
contig177653,NA
contig177655,NA
contig177663,NA
contig177667,NA
contig177668,NA
contig177673,NA
contig177678,NA
contig177683,NA
contig177685_70282,NA
contig177688,NA
contig177692,NA
contig177699,NA
contig177700,NA
contig177703,NA
contig177708,NA
contig177714,NA
contig177720,NA
contig177721,NA
contig177722,NA
contig177724_156435_151497,NA
contig177725,NA
contig177732_185300,NA
contig177737,NA
contig177742_172016,NA
contig177746,NA
contig177759,NA
contig177764,NA
contig177766,NA
contig177768,NA
contig177769,NA
contig17777_81567_169755_81042,NA
contig177774,NA
contig177775_113472,NA
contig177783,NA
contig177787,NA
contig177794,NA
contig177799,0.769769881834271
contig177804,NA
contig177810_137851_97556_103929,NA
contig177811,NA
contig177812,NA
contig177827,NA
contig177828,NA
contig177830_113603,NA
contig177831,NA
contig177833,NA
contig177843,NA
contig177846,NA
contig177852,NA
contig177856,NA
contig177857,NA
contig177870,NA
contig177891,NA
contig177893,NA
contig177900,NA
contig177902,NA
contig177903_181942,NA
contig177911,NA
contig177913,NA
contig177916,NA
contig177917,0.505382021324905
contig177926,NA
contig177929,NA
contig177941,NA
contig177942,NA
contig177958,NA
contig177960,NA
contig177961_216012,NA
contig177962,NA
contig177965_146397_184733,NA
contig177967,NA
contig177969,NA
contig177974,NA
contig177987,NA
contig177993,NA
contig177995,NA
contig177999,NA
contig178000,NA
contig178001,NA
contig178002,NA
contig178004,NA
contig178007,NA
contig178010,NA
contig178012,NA
contig178015,NA
contig178016,NA
contig178017_83370_178575,NA
contig178022,NA
contig178024,NA
contig178025_148452,NA
contig178026,NA
contig178029,NA
contig178034,NA
contig178038,NA
contig178039,NA
contig178046,NA
contig178047,NA
contig178048,NA
contig178059,NA
contig178069,NA
contig178074,NA
contig178075,NA
contig178077_209317,NA
contig178090,NA
contig178101,NA
contig178103_148016,NA
contig178107,NA
contig178113,NA
contig178121,NA
contig178124,NA
contig178141,NA
contig178153,NA
contig178159,NA
contig178164,NA
contig178182,NA
contig178192,0.869124574372709
contig178202,0.751812767969664
contig178210,NA
contig178211,0.537094584258199
contig178229_209531,NA
contig178232,NA
contig178234,NA
contig178240,NA
contig178246,NA
contig178249,0.595670732927623
contig178251,NA
contig178252_195483,NA
contig178257_21668_146877,NA
contig178258,NA
contig178259,NA
contig178261,NA
contig178263,NA
contig178267,NA
contig178269,NA
contig178272,NA
contig178292,0.816836076435539
contig178304,NA
contig178305,NA
contig178311,NA
contig178314,NA
contig178320,NA
contig178322,NA
contig178327,NA
contig178336,0.768338973967544
contig178338,NA
contig178353,NA
contig178356,NA
contig178359,NA
contig178372,NA
contig178377,NA
contig178391,NA
contig178393,NA
contig178399,NA
contig178409,NA
contig178412,NA
contig178413_178559_151519,NA
contig17842,NA
contig178424,NA
contig178429,NA
contig178431,NA
contig178439,NA
contig178442_20007,NA
contig178443,NA
contig178448,NA
contig178449,NA
contig178451,NA
contig178453,NA
contig178455,NA
contig178458,NA
contig178462,0.670352989864474
contig178472,NA
contig178473,NA
contig178474,NA
contig178477,NA
contig178480_182806,NA
contig178483,NA
contig178484_208359,NA
contig178485,NA
contig178486_170920,NA
contig178497,NA
contig178506,NA
contig178511,NA
contig178516,NA
contig178519_109507_209485_146991,NA
contig178520,NA
contig178525,NA
contig178529,NA
contig178537,NA
contig178539,NA
contig178541,NA
contig178543,NA
contig178545,NA
contig178549,NA
contig178555_148887,NA
contig178560,NA
contig178565,NA
contig178567,NA
contig178576,NA
contig178577,NA
contig17858,NA
contig178585,NA
contig178586_175684_23849_160956_208272_145368_153923_22431,NA
contig178590,NA
contig178603,NA
contig178619,NA
contig178626_204051,NA
contig178628,NA
contig178634,NA
contig178646_210156_108969_104266,NA
contig178650,NA
contig178657,NA
contig178658_213715_43137,NA
contig178660,NA
contig178667,NA
contig178669,NA
contig17867_171039,NA
contig178675,NA
contig178682,NA
contig178686,NA
contig178698_211602,NA
contig178710,NA
contig178714_148644,NA
contig178720_177820,NA
contig178721,NA
contig178722,NA
contig178725,NA
contig178733,NA
contig178734,NA
contig178740,NA
contig178747,NA
contig178751_152795,NA
contig178775,NA
contig178777_120513,NA
contig178802,NA
contig178804,0.808934946792282
contig178805,NA
contig178806,NA
contig178828,NA
contig178840,NA
contig178845_171291_152538,NA
contig178847,NA
contig178853,NA
contig178854_193783,NA
contig178856,NA
contig178859,NA
contig178862,NA
contig17887,NA
contig178876,NA
contig178877,NA
contig178881,NA
contig178888,NA
contig178894_209769,NA
contig178897,NA
contig178905,NA
contig178910_107954_98821,NA
contig178916,NA
contig178917,NA
contig178922,NA
contig178930,NA
contig178934,NA
contig178948,NA
contig178953,NA
contig178958,NA
contig178961_192893_68638,NA
contig178967,NA
contig178970,NA
contig178975,NA
contig178978,NA
contig178993,NA
contig178994,NA
contig178995,NA
contig179009_104779,NA
contig179013,NA
contig179019_129815,NA
contig179027,NA
contig179030,NA
contig179037,NA
contig179042,NA
contig179044,NA
contig179051,NA
contig179057,NA
contig179059_138477,NA
contig179063,NA
contig179067,NA
contig179068,NA
contig179074,NA
contig179078,NA
contig179088,NA
contig179089,NA
contig179090,NA
contig179091,NA
contig179095,NA
contig179096,NA
contig179098_179878,NA
contig179113,NA
contig179114,NA
contig179118,NA
contig179121,NA
contig179126,NA
contig179129,NA
contig17913,NA
contig179132_210635,NA
contig179133,NA
contig179137,NA
contig179142_190662_204088_192298,NA
contig179166_204018,NA
contig179174,NA
contig179180_23962_170033,NA
contig179182,NA
contig179183,NA
contig179197_150923,NA
contig179202_195256,NA
contig179205,NA
contig179222,NA
contig179225,NA
contig179231_115855,NA
contig179233,NA
contig179242,NA
contig179245,NA
contig179261_108429,NA
contig179264,NA
contig179267,NA
contig179276,NA
contig179290,NA
contig179294,NA
contig179300,NA
contig179303_125663,NA
contig179313_184815,NA
contig179317,NA
contig179320,NA
contig179323,NA
contig179331_23880,NA
contig179334,NA
contig179335,NA
contig179338,NA
contig179346,NA
contig179352,NA
contig179354_137874,NA
contig179360,NA
contig179369,NA
contig17937_189785_177733_83266,NA
contig179372,NA
contig179377,NA
contig179378,NA
contig179379,NA
contig179382,NA
contig179383,NA
contig179403,NA
contig179420,NA
contig179422,NA
contig179426,NA
contig179428,NA
contig179430,0.722795335357804
contig179431_109249,NA
contig179434,NA
contig179439,NA
contig179441,NA
contig179445,NA
contig179467,NA
contig179468,NA
contig179471,NA
contig179480,NA
contig179484,NA
contig179488,NA
contig179491_138956_205223,NA
contig179493_205616,NA
contig179496,NA
contig179512_186518_218389_123439,NA
contig179513,NA
contig179518_146851,NA
contig179524,NA
contig179528_211716,NA
contig179536,NA
contig179541,NA
contig179549,NA
contig179553,NA
contig179558,NA
contig179569,NA
contig179580,NA
contig179584,NA
contig179594,NA
contig179596,NA
contig179605,NA
contig179606,NA
contig179610,NA
contig179616,NA
contig179619,NA
contig179620,NA
contig179621,NA
contig179624,NA
contig179632,NA
contig179635,NA
contig179641,NA
contig179642,NA
contig179648,NA
contig179649,NA
contig179651,NA
contig179653,NA
contig179660,NA
contig179664_53065,NA
contig179678,NA
contig179682,NA
contig179687,NA
contig179712,NA
contig179713,NA
contig179714,0.599734108754511
contig179718,NA
contig179719,NA
contig179721,NA
contig179725,NA
contig179727_218261,NA
contig179730_118189,NA
contig179731,NA
contig179745,NA
contig179752_152675,NA
contig179756,NA
contig179761,NA
contig179765_106494,NA
contig179783,NA
contig179792,NA
contig179795,NA
contig179804,NA
contig179805,NA
contig179806,NA
contig179807,NA
contig179814,NA
contig179818_20405,NA
contig179823,NA
contig179839,NA
contig179858,NA
contig179860,NA
contig179863_9172_77355,NA
contig179866_23234,NA
contig179870_112577_195814_112296_159370,NA
contig179884,NA
contig179887,NA
contig179892,NA
contig179893,NA
contig179895,NA
contig179896,NA
contig179904,NA
contig179908_69486,NA
contig179916,NA
contig179930,NA
contig179931_21119,NA
contig179933,NA
contig179945,NA
contig179946_184082,NA
contig179948,NA
contig179949,NA
contig179954_210440_137587,NA
contig179959,NA
contig179966_214580_118670,NA
contig179970_204724,NA
contig179977_193642,NA
contig179988_148809_131847_159815,NA
contig179989,NA
contig179994,NA
contig179995,NA
contig179998,NA
contig179999,NA
contig180001_210700_176315,NA
contig180006,NA
contig180010,NA
contig180011,NA
contig180020,0.747758561847773
contig180029,NA
contig180036,NA
contig180039,NA
contig180050,NA
contig180054,NA
contig18006_152697,NA
contig180066,NA
contig180069_202390_155736,NA
contig180072,NA
contig180076,NA
contig180078,NA
contig18008,NA
contig180080,NA
contig180088,NA
contig180091,NA
contig180094,NA
contig180098,NA
contig180102,NA
contig180103,NA
contig180107,NA
contig180123,NA
contig180124_178620,NA
contig180126,NA
contig180127,NA
contig180129,NA
contig180136,NA
contig180140,NA
contig180146_147773,NA
contig180149,NA
contig180151,NA
contig180164_151463,NA
contig180175_79246,NA
contig180186,NA
contig180187,NA
contig180192_139337_58559,NA
contig180194_98013,NA
contig180197,NA
contig180201,NA
contig180203_218815,NA
contig180205,NA
contig180212_76574,0.713759028715947
contig180223,NA
contig180227,NA
contig180234,NA
contig180247,NA
contig180249,NA
contig180250_148936,NA
contig180258,NA
contig180268,NA
contig180297,NA
contig180298,NA
contig180307,NA
contig180327,NA
contig180330_76453,NA
contig180331_213910,NA
contig180334,NA
contig180349,NA
contig180360,NA
contig180374,NA
contig180375_187035_118633_186869,NA
contig180379_212926,NA
contig180386,NA
contig180388_147944_169768,NA
contig180389,NA
contig180391,NA
contig180399_153252,NA
contig180407,NA
contig180412,NA
contig180421,NA
contig180428,NA
contig180430,NA
contig180449,NA
contig180467,NA
contig180491,NA
contig180493,NA
contig180500,NA
contig180501,NA
contig180502_73522,NA
contig180509,NA
contig180511,NA
contig180517,NA
contig180532_159323,NA
contig180533,NA
contig180542,NA
contig180548,NA
contig180564,NA
contig180570,NA
contig180572,NA
contig180578_22662,NA
contig180586,NA
contig180588,NA
contig180590,0.814010454302536
contig180597,NA
contig180610,NA
contig180617,NA
contig180622_157125_108086,NA
contig180626,NA
contig180638,NA
contig180639,NA
contig180642_176080_184415,NA
contig180645,NA
contig180653,0.773452774771675
contig180672,NA
contig180678_109296_25676,NA
contig180684,NA
contig180686_69894,NA
contig180687,NA
contig180694,NA
contig180699,NA
contig180715_107065,NA
contig180717,NA
contig180729,NA
contig180731,NA
contig180733,NA
contig180735,NA
contig180736,NA
contig180744,NA
contig180766,NA
contig180769,NA
contig180776,NA
contig180778,NA
contig180783_153029_172103,NA
contig180784_96984_174542_178467_154481_216050,NA
contig180794,NA
contig180799,NA
contig180808,NA
contig180810,NA
contig180829,NA
contig18083,NA
contig18084,NA
contig180844,NA
contig180848,NA
contig180867,NA
contig180868,NA
contig180873,NA
contig180875,NA
contig180881,NA
contig180885_212540,0.403502511203602
contig180903,NA
contig180907,NA
contig180908,NA
contig180912,NA
contig180919,NA
contig180921,NA
contig180923,NA
contig180931_71976_169369_69037,NA
contig180933,0.872700582254245
contig180935,NA
contig18095,0.819680878915625
contig180957_188826_117523,NA
contig180959,NA
contig180966,NA
contig180974,NA
contig180977,NA
contig180986,NA
contig180997,NA
contig181015,NA
contig181017,NA
contig181030,NA
contig181034,NA
contig181043_213255,NA
contig181045,NA
contig181060,NA
contig181061,NA
contig181068_107082,NA
contig181071,NA
contig181073,NA
contig181083,NA
contig181086,NA
contig181105,NA
contig181134_118077,NA
contig181142,NA
contig181143,NA
contig181144,NA
contig181163,NA
contig181168,NA
contig181171,NA
contig181179,NA
contig181181,NA
contig181209_10660_145534,NA
contig181212_153654,NA
contig181215,NA
contig181227,NA
contig181236,NA
contig181255,NA
contig181256,NA
contig181262,NA
contig181268,NA
contig181282,NA
contig181286,NA
contig181294_176470,NA
contig181296,NA
contig181297_209247,NA
contig181318,NA
contig181319,NA
contig181325,NA
contig181327_177868,NA
contig181331,NA
contig181342,NA
contig181346,NA
contig181349,NA
contig181350_147567_109390_176549_16872,NA
contig181351,NA
contig181362_77410,NA
contig181364,NA
contig181375,NA
contig181377,NA
contig181401,NA
contig181411,NA
contig181435,NA
contig181454,NA
contig181455,NA
contig181457,NA
contig181463,NA
contig181474,NA
contig181475_70120,NA
contig181482,NA
contig181483_103957,NA
contig181486_148216,NA
contig181491,NA
contig181506,NA
contig181507_171509,NA
contig181508,NA
contig181512,NA
contig181515,NA
contig181518,NA
contig181526,NA
contig181527,NA
contig181528,NA
contig181533,NA
contig181542_82473_90563,NA
contig181546,NA
contig181560,NA
contig181581,NA
contig181590,NA
contig181598,NA
contig181604,NA
contig181618,0.864835490122094
contig181630,NA
contig181631,NA
contig181632,NA
contig181633,NA
contig181664,NA
contig181668,NA
contig181675,NA
contig181679,NA
contig181686,NA
contig181704_216542,NA
contig181705,NA
contig181710,NA
contig181711,NA
contig181712,NA
contig181735,NA
contig181736,NA
contig181737,NA
contig181762,NA
contig181773_171976,NA
contig181779_143667_181727_152132_34828_213565,NA
contig18178,NA
contig181785_178825_152014,NA
contig181787,NA
contig181789,NA
contig181803,NA
contig181804,NA
contig181807,NA
contig181809,NA
contig181811_96743_82087,NA
contig181824,NA
contig181831_18383_79016_72288_110774_80915_105120,0.392069683631477
contig181835,NA
contig181846,0.804094950755708
contig181848_203465,NA
contig181851,NA
contig181871,NA
contig181873,NA
contig181878,NA
contig181884,NA
contig181886,NA
contig18189_188997,NA
contig181897,NA
contig181903,NA
contig181920_72638,NA
contig181921_10991,NA
contig181922,NA
contig181934,NA
contig181940,NA
contig181943,NA
contig181950_195159,NA
contig181954,NA
contig181964,NA
contig181977_77780_113943,NA
contig181990,NA
contig181991,NA
contig182005_150111_154532,NA
contig182016,NA
contig182017,NA
contig182033,NA
contig182044,NA
contig182054,NA
contig182069,NA
contig182088,NA
contig182102,NA
contig182103,NA
contig182111,NA
contig182118,NA
contig182122,NA
contig182125,NA
contig182127,NA
contig182137,NA
contig182148,NA
contig182161,NA
contig182162,NA
contig182173,NA
contig182176,NA
contig182186,NA
contig182188,NA
contig182214,NA
contig182217,NA
contig182219,NA
contig182227,NA
contig182233_15029,NA
contig182244,NA
contig182247,NA
contig182249,NA
contig182252,NA
contig182255,NA
contig182266,NA
contig182267_25951_116044,NA
contig182287,NA
contig182293,NA
contig182317,NA
contig182324,NA
contig182331,NA
contig182344_209692_156646,NA
contig182345,NA
contig182359,NA
contig182363_208129,NA
contig182366,NA
contig182382,NA
contig182385,NA
contig182396,NA
contig182404,NA
contig182408_149489,NA
contig182414,NA
contig182432,NA
contig182435,NA
contig182438,NA
contig182444,NA
contig182455_116143_186576_147866,NA
contig182456,NA
contig182466,NA
contig182470,NA
contig182491,NA
contig182505_203812,NA
contig182506,NA
contig182518,NA
contig182524,NA
contig182527,NA
contig182537,NA
contig182540,NA
contig182553,NA
contig182556,0.559033672663227
contig182558_92708_203245_107698_209468_169817,NA
contig182567,NA
contig182572,NA
contig182575_204777,NA
contig182588,NA
contig182623,NA
contig182628,NA
contig182631,NA
contig182635,NA
contig182636,NA
contig182651,NA
contig182658,NA
contig182661,NA
contig182662_111415,NA
contig182681,NA
contig182706,NA
contig182707,NA
contig18272,NA
contig182721,NA
contig182728,NA
contig182731,NA
contig182734,NA
contig182735,NA
contig182736,NA
contig182756,NA
contig182777,NA
contig182781,NA
contig182783,NA
contig182787,NA
contig182793,NA
contig182807,NA
contig182829,0.635131956384882
contig182839,NA
contig182857_171433,NA
contig182860,NA
contig182871,NA
contig182873,NA
contig182874,NA
contig182876_207885,NA
contig182881,NA
contig182888,NA
contig182889,NA
contig182892_138721_131,NA
contig182896,NA
contig182908,NA
contig182931,NA
contig182953,NA
contig182954,NA
contig182965,NA
contig182984,NA
contig183003,NA
contig183004,NA
contig183009,NA
contig183015_127296,NA
contig183066,NA
contig183071,NA
contig183076,NA
contig183086,0.559992206174163
contig183149,NA
contig183150,NA
contig183167,NA
contig183220,NA
contig183282,NA
contig183334,0.890156525493413
contig183344,NA
contig183349,NA
contig183362,NA
contig183365,NA
contig183376,NA
contig183385,NA
contig183386,NA
contig183396,NA
contig18342,NA
contig183420,NA
contig183427,NA
contig183439,NA
contig183447,NA
contig18347_72522_109458,NA
contig183476_177569_181896_214651,NA
contig183482,NA
contig183484,NA
contig183530,NA
contig183544,NA
contig183578,NA
contig18360,NA
contig183632,NA
contig183659,NA
contig183682_180514,NA
contig183687,NA
contig183698,NA
contig183708,NA
contig183715,NA
contig183770,NA
contig183801,NA
contig183807,NA
contig183858,NA
contig183882,NA
contig183883,NA
contig183893,NA
contig183924,NA
contig183957_148073,NA
contig183984,NA
contig183999,NA
contig184007_129602,NA
contig184060,NA
contig184093,NA
contig184095,NA
contig184103,NA
contig18413,NA
contig184147,NA
contig184161,NA
contig184172_186114,NA
contig184190,NA
contig184201_213728,NA
contig184203,NA
contig184211_176733,NA
contig184216,NA
contig184229,NA
contig184232,NA
