Ourcontigname,MM.darkorange
contig68402,NA
contig68406,NA
contig68409,NA
contig68427_108568,NA
contig68429,NA
contig68434_153609,NA
contig68435,NA
contig68436,NA
contig68447_116139,NA
contig68452_108879_78742,NA
contig68483_186650,NA
contig68485,NA
contig68490_212644,NA
contig68502,NA
contig68513,NA
contig68520,NA
contig68530,NA
contig68546,NA
contig68548,NA
contig68550,NA
contig68556,NA
contig68573,NA
contig68590,NA
contig68607,NA
contig68613,NA
contig68618,NA
contig68627,NA
contig68633,NA
contig68634,NA
contig68648,NA
contig68659,NA
contig68664,NA
contig68668,NA
contig68679,NA
contig68691_157619_6030,NA
contig68697,NA
contig68698,NA
contig68702,NA
contig68706,NA
contig68707_158845,NA
contig68708_106026,NA
contig68710,NA
contig68715_108481,NA
contig68716,NA
contig68724,NA
contig68729_210969_77143_113486,NA
contig68737_148223_164672_110801_173849_203529,NA
contig68743_187956,NA
contig68753,NA
contig68759_210701_78220_212597_196214,NA
contig68762,NA
contig68764,NA
contig68773,NA
contig68781_212614,NA
contig68785,NA
contig6879_212070_110594,NA
contig68804,NA
contig68807_98529,NA
contig68811,NA
contig68818,NA
contig68848,NA
contig68849,NA
contig68882,NA
contig68883,NA
contig68889,NA
contig68891,NA
contig68897,NA
contig68905_203944,NA
contig68916_99208,NA
contig68922_24733,NA
contig68929_179739,NA
contig68934,NA
contig68943_170921,NA
contig6896_181763,NA
contig68966,NA
contig68978_113200,NA
contig68981,NA
contig69000,NA
contig69023_182698_159924_151233,NA
contig69032,NA
contig69033,NA
contig69036,NA
contig69044,NA
contig69045,NA
contig69048,NA
contig69054,NA
contig69061,NA
contig69062,NA
contig69073,NA
contig69074,NA
contig69082,NA
contig69086,NA
contig69092,NA
contig69094,NA
contig69103,NA
contig69110,NA
contig69126,NA
contig69137,NA
contig69151,NA
contig69154,NA
contig69163,NA
contig69179_205286,NA
contig69187,NA
contig69193_107321_81485,NA
contig69205,NA
contig69206,NA
contig69210_70366_210334_65842,NA
contig69230,NA
contig69238,NA
contig69239,NA
contig69251,NA
contig69260,NA
contig69265_69648,NA
contig69270,NA
contig69284,NA
contig69285,NA
contig69290_79583_138673,NA
contig69296,NA
contig69298,NA
contig69311,NA
contig69313,NA
contig69330,NA
contig69333,NA
contig69349,NA
contig69361_14128,NA
contig69367,NA
contig69377,NA
contig69393,NA
contig69398_146348,NA
contig69399_23077,NA
contig69407,NA
contig69412,NA
contig69413,NA
contig69415,NA
contig69429,NA
contig69436,NA
contig69439,NA
contig69440_114079_139781,NA
contig69445,NA
contig69447,NA
contig69450,NA
contig69454,NA
contig69455,NA
contig69474,NA
contig69490,NA
contig69498,NA
contig69505,NA
contig69510,NA
contig6952,NA
contig69520,NA
contig69533,NA
contig69538,NA
contig69545,NA
contig69564_174821,NA
contig69572,NA
contig69574,NA
contig69580,NA
contig69588,NA
contig69606_213359_112224,NA
contig69608_75428,NA
contig69636,NA
contig69638,NA
contig69645_77827,NA
contig69649,NA
contig69655,NA
contig69665,NA
contig69683,NA
contig69684,NA
contig69692,NA
contig69695_70987,NA
contig69701_149568_113717_137755_75515,NA
contig69716,NA
contig69730,NA
contig69733,NA
contig69763,NA
contig69765,NA
contig69780,NA
contig69785,NA
contig69791,NA
contig69799,NA
contig69802,NA
contig69804_158563,NA
contig69805,NA
contig69821,NA
contig69829,NA
contig69834,NA
contig69836,NA
contig69840,NA
contig69843,NA
contig69845,NA
contig69857,NA
contig69868,NA
contig69870_68789,NA
contig69875,NA
contig69881,NA
contig69883,NA
contig69897_179628_114571_192796,NA
contig69913_169556,NA
contig69936,NA
contig69943,NA
contig69947,NA
contig69961,0.755435748639714
contig69964,NA
contig69971,NA
contig69972_112410,NA
contig69975,NA
contig69983,NA
contig69993,NA
contig70006,NA
contig70029,0.887753768189525
contig70036_162158,NA
contig70037_172261,NA
contig70047_22253,NA
contig70061_148962,NA
contig70075,NA
contig70078,NA
contig70083,NA
contig70087,NA
contig70098,NA
contig70107,NA
contig70113,NA
contig70117,NA
contig70128,NA
contig70136,NA
contig70138,NA
contig70152,NA
contig70160,NA
contig70175_116023,NA
contig70176,NA
contig70179,NA
contig70196,NA
contig70203,NA
contig70205,NA
contig70210,NA
contig70212,NA
contig70219,NA
contig70222,NA
contig70250,NA
contig70251,NA
contig70259,NA
contig70270_182488,NA
contig70279_107383,NA
contig7028,NA
contig70283,NA
contig70284,NA
contig70292,NA
contig70295,NA
contig70301,NA
contig70304,NA
contig70306,NA
contig70312,NA
contig70329_204894_180464,NA
contig70332,NA
contig70335_147769_215942,NA
contig70339_167743,NA
contig70343,NA
contig70361,NA
contig70368,NA
contig70384,NA
contig70388,NA
contig70392,NA
contig70404,NA
contig70409,NA
contig70411,NA
contig70428_12324,NA
contig70434,NA
contig70435,NA
contig70447_79263_103944,NA
contig70453,NA
contig70460,NA
contig70470,NA
contig70479,NA
contig70482,NA
contig70485,NA
contig70487,NA
contig70491_75733,NA
contig70496_68900,NA
contig70503,NA
contig70543,NA
contig70546,NA
contig70554,NA
contig70563,NA
contig70587,NA
contig70599,NA
contig70619,NA
contig70624,NA
contig70644,NA
contig70645_178198,NA
contig70650,NA
contig70698,NA
contig70705,NA
contig70708_150207,NA
contig70709_170181_19351,NA
contig70724,NA
contig70731,NA
contig70734_148173,NA
contig70742,NA
contig70745,NA
contig70747_69688_216885_192371_47002,NA
contig70750,NA
contig70751,NA
contig70754,NA
contig70759,NA
contig70769,NA
contig70771_128828,NA
contig70772,NA
contig70773,NA
contig70775,NA
contig70776,NA
contig70777,NA
contig70779,NA
contig70780,NA
contig70792_165594,NA
contig70795,NA
contig70798,NA
contig70805,NA
contig70811_201976,0.794813458436088
contig70817,NA
contig70818_96638,NA
contig70823,NA
contig70833,NA
contig70839,NA
contig70859_157889,NA
contig70870,NA
contig70878,NA
contig70890,NA
contig70893,NA
contig70905,NA
contig70917,NA
contig70928_180462,NA
contig70947,NA
contig70955,NA
contig7100,NA
contig71009,NA
contig71014,NA
contig71015,NA
contig71021,NA
contig71023,NA
contig71028,NA
contig71030,NA
contig71050,NA
contig71058,NA
contig71061,NA
contig7109,NA
contig71090,NA
contig71098,0.748354995339511
contig71113,NA
contig71118,NA
contig71122,NA
contig71140,NA
contig71141,NA
contig71143,NA
contig71162,NA
contig71164,NA
contig71177,NA
contig71181,NA
contig7120,NA
contig71206,NA
contig71219,NA
contig71233,NA
contig71242,NA
contig71243_119113_106186,NA
contig71265_179230,NA
contig71267,NA
contig71268,NA
contig71274_75712,NA
contig71275,NA
contig71311,NA
contig71316,NA
contig71319_151538_600090,NA
contig71327,NA
contig71335,NA
contig71337_210475,NA
contig71347,NA
contig71352,NA
contig71353,NA
contig71354,NA
contig71366_179883,NA
contig71394,NA
contig71400,NA
contig71403_175738,NA
contig71404_111609,NA
contig71407_116074_144882,NA
contig71438_109616_18951_19331_203656,NA
contig71442_149163,NA
contig71445,NA
contig71460,NA
contig71461,NA
contig71477_78060,NA
contig71479_151748,NA
contig71481,NA
contig71493_103113,NA
contig71494_109692,NA
contig71507,NA
contig71508,NA
contig71519,NA
contig71520,NA
contig71524_152879_80975,NA
contig71531,NA
contig71546_112778,NA
contig71549,NA
contig71559,NA
contig71561,NA
contig71564,NA
contig71570,NA
contig71572,NA
contig71584,NA
contig71591_218878,0.659983419687275
contig71593,NA
contig71595,NA
contig71596_179613,NA
contig71601,NA
contig71620,NA
contig71627,NA
contig71630_208276,NA
contig71634_39191,NA
contig71636,NA
contig71641,NA
contig71644,NA
contig71645,NA
contig71650_205400,NA
contig71656,NA
contig71661_212471,NA
contig71673,NA
contig71681_99957,NA
contig71685_81586_77087_72689_179249_111183,NA
contig71710,NA
contig71711,NA
contig71716,NA
contig71722,NA
contig71735,NA
contig71741_116489,NA
contig71744,NA
contig71749,NA
contig71774_74032_210917,NA
contig71779,NA
contig71781,NA
contig71785,NA
contig71787_203967,NA
contig71789,NA
contig71797,NA
contig71815,NA
contig71823,NA
contig71830,NA
contig71834,NA
contig71840_58252_149328,NA
contig71841,NA
contig71846,NA
contig71848,NA
contig71854,NA
contig71869,NA
contig71873,NA
contig71879,NA
contig71880,NA
contig71884,NA
contig71890,NA
contig71893,NA
contig71901_203865,NA
contig71902_176907,NA
contig71912,NA
contig71919,NA
contig71923,NA
contig71924_129222_23131,NA
contig71933,NA
contig71936,NA
contig71944,NA
contig71958,NA
contig71967,NA
contig71979,NA
contig71983,NA
contig71988,NA
contig71989,NA
contig71999,NA
contig72004,NA
contig72005,NA
contig72029_152090,NA
contig72031,NA
contig72040,NA
contig72052_219098,NA
contig72060,NA
contig72066,NA
contig72075,NA
contig72100,NA
contig72112,NA
contig72119,NA
contig72121,NA
contig72128,NA
contig72140_169917,NA
contig72143,0.625296985444723
contig72154_137458,NA
contig72155,NA
contig72159,NA
contig72169,NA
contig72177,NA
contig72182_78479,NA
contig72204,NA
contig72230,NA
contig72236,NA
contig72245,NA
contig72246,NA
contig72254,NA
contig72259,NA
contig72264_138659,NA
contig72265,NA
contig72273,NA
contig72282_77790,NA
contig72285,NA
contig72292,NA
contig72300_78000,NA
contig72305,NA
contig72306,NA
contig72310_108238,NA
contig72337,NA
contig72346,NA
contig72352,NA
contig72353,NA
contig72368_136779_111930,NA
contig72378,NA
contig72387_139077,NA
contig72398,NA
contig72412,NA
contig72450_205315,NA
contig72463_20667_204963,NA
contig72484_174625_185857_178408,NA
contig72492,NA
contig72496_196654_160518,NA
contig72511,NA
contig72513,NA
contig72516,NA
contig72519,NA
contig72524,NA
contig72562,NA
contig72564,NA
contig72576,NA
contig72591,NA
contig72610,NA
contig72615,NA
contig72618,NA
contig72621,NA
contig72626_152881_174964,NA
contig72651,NA
contig72656,NA
contig72658,NA
contig72665,NA
contig72668,0.831302883676312
contig72672,NA
contig72679,NA
contig72710,NA
contig72717_210113,NA
contig72718_171050,NA
contig72724,NA
contig72727_219834_4951_112640_104338,NA
contig72752_82225,NA
contig72755_112755_25537,NA
contig72768,NA
contig72776,NA
contig72793,NA
contig72800,NA
contig72805,NA
contig72807,NA
contig72811_210974,NA
contig72815,NA
contig72825_128464,NA
contig72829,NA
contig72840_112781,NA
contig72843,NA
contig72844,NA
contig72858,NA
contig72867,NA
contig72873,NA
contig72876_105871,NA
contig72879,NA
contig72880_127006_56368_97883,NA
contig72889,NA
contig72890_119798,NA
contig72891,NA
contig72893,NA
contig72895,NA
contig72900,NA
contig72915,NA
contig72917_1464_107430,NA
contig72924,NA
contig72950,NA
contig72957,NA
contig72962,NA
contig72976,NA
contig72979,NA
contig72991,NA
contig72992,NA
contig72994_180027,NA
contig72998,NA
contig73003,NA
contig73011_150338_192162_12499_105869,NA
contig73012,NA
contig73017_76218,NA
contig73029,NA
contig73034,NA
contig73036_161131,NA
contig73040,NA
contig73054,NA
contig73062,NA
contig73064,NA
contig73067,NA
contig73073,NA
contig73083,NA
contig73102,NA
contig73117_21916,NA
contig73124,NA
contig73125,NA
contig73131,NA
contig73137,NA
contig73141,NA
contig73146,0.565803904982813
contig73149,NA
contig73150,0.51376635407767
contig73153,NA
contig73154,NA
contig73166,NA
contig73169_172150_155937_190228,NA
contig73180_205350_73534_212887_82481,NA
contig73189,NA
contig73193_81439,NA
contig73210,NA
contig73226,NA
contig73235,NA
contig73256,NA
contig73261_21943,NA
contig73271,NA
contig73272,NA
contig73280,NA
contig73283,NA
contig73287,NA
contig73290,NA
contig73292,NA
contig73296,NA
contig73303,NA
contig73311,NA
contig73312,NA
contig73313,NA
contig73326,NA
contig73330,NA
contig73331,NA
contig73342_110953_108909_105358,NA
contig73344,NA
contig73346,NA
contig73350,NA
contig73351,NA
contig73354_21928_193289,NA
contig73363_56674_39704,NA
contig73366,NA
contig73383,NA
contig73385,NA
contig73390_71729,NA
contig73395_26078,NA
contig73405,NA
contig73407_16909,NA
contig73427,NA
contig73436,NA
contig73448,NA
contig73460,NA
contig73469,NA
contig73470_178641,NA
contig73474,NA
contig73509,NA
contig73518,NA
contig73531,NA
contig73532,NA
contig73535_179532,NA
contig73537,NA
contig73541_174814,NA
contig73561,NA
contig73562_4476,NA
contig73571,NA
contig73584,NA
contig73605,NA
contig73614_600078_190868,NA
contig73615,NA
contig73625_79883_74837_111011,NA
contig73633,NA
contig73634,NA
contig73650,NA
contig73652,NA
contig73660,NA
contig73663,NA
contig73668_17007_59185,NA
contig73671,NA
contig73672,NA
contig73678,NA
contig73680,NA
contig73684,NA
contig73692,NA
contig73698,NA
contig73706,NA
contig73714,NA
contig73724,NA
contig73726,NA
contig73730,NA
contig73739_209573,NA
contig73742,NA
contig73745_152050,NA
contig73746,NA
contig73747,NA
contig73755,NA
contig73765,NA
contig73780,NA
contig73790_119706_55953_118306_194528,NA
contig73794,NA
contig73795,NA
contig73796,NA
contig73798,NA
contig73832,NA
contig73845,NA
contig73865_72846_203828_11770,NA
contig73872_22180,NA
contig73884,NA
contig73908,NA
contig73909,NA
contig73927,NA
contig73945,NA
contig73952_97142,NA
contig73958_209521,NA
contig73968,NA
contig73970,NA
contig74015,NA
contig74022_148695_179898,NA
contig74026_118651,NA
contig74030,NA
contig74031,NA
contig74042_176003,NA
contig74049_107631_77935,0.828802136536453
contig74050_209895,NA
contig74051,NA
contig74053,NA
contig74055,NA
contig74059,NA
contig74063,NA
contig74066,NA
contig74067,NA
contig74070,NA
contig74071,NA
contig74086,NA
contig74088_140228,NA
contig74096,NA
contig74098,NA
contig74105_112701_170961,NA
contig74119,NA
contig74144,NA
contig74165,NA
contig74167_160319_110985_116057_150040_216583,NA
contig74169_11509,NA
contig7417,NA
contig74172,NA
contig74203,NA
contig74204_209449_161411_153661,NA
contig74205,NA
contig74207,NA
contig74220,NA
contig74234,NA
contig74246,NA
contig74257_209391,NA
contig74260,NA
contig74274,NA
contig74284,NA
contig74286_19012,NA
contig74291_177546_107380_189420,NA
contig74293,NA
contig74300,NA
contig74301,NA
contig74305,NA
contig74308,NA
contig74310_99180,NA
contig74312_212296,NA
contig74314,NA
contig74330,NA
contig74335,NA
contig74338,NA
contig74346_119619,NA
contig74353,NA
contig74355,NA
contig74358,NA
contig74360_111290,NA
contig74363_90184,NA
contig74364,NA
contig74377,NA
contig74384,NA
contig74390_117819,NA
contig74405,NA
contig74411,NA
contig74417_15054_99044,NA
contig74425,NA
contig74428,NA
contig74431_119248,NA
contig74439,NA
contig74440,NA
contig74445,NA
contig74450,NA
contig74463,NA
contig74468,NA
contig74479,NA
contig74507,NA
contig74509,NA
contig74519,NA
contig74527_171934,NA
contig74539,NA
contig74550_116262_13731,NA
contig74553_108997_210242,NA
contig74565_105464,NA
contig74571,NA
contig74572_156171_213617_211945,NA
contig74575,NA
contig74584,NA
contig74593,NA
contig74612,NA
contig74614,NA
contig74617,NA
contig74622,NA
contig74623,NA
contig74624,NA
contig74630,NA
contig74632,NA
contig74636,NA
contig74639,NA
contig74644,NA
contig74645,NA
contig74652_175790_6948,NA
contig74661,NA
contig74665,NA
contig74668_212520,NA
contig74670,NA
contig74672_188806_104944,NA
contig74694_135369,NA
contig74697,NA
contig74709_19182,NA
contig74710,NA
contig74713_174448,NA
contig74716,NA
contig74730_77012,NA
contig74738,NA
contig74742,NA
contig74748,NA
contig74749,NA
contig74750,NA
contig74772_202382_25954,NA
contig74777,NA
contig74781,NA
contig74791,NA
contig74797_20992_77792_76340_107988,NA
contig74800_140085,0.645783302476333
contig74809,NA
contig74815_59004,NA
contig74824,NA
contig74827_211471,NA
contig74839,NA
contig74841_140103_111770_104600_205706,NA
contig74846_80683_25067,NA
contig74851,NA
contig74852,NA
contig74855,NA
contig74856,NA
contig74857,NA
contig74874_208523,NA
contig74876,NA
contig74877,NA
contig74885,NA
contig74889,NA
contig74890,NA
contig74896_177467,NA
contig74907,NA
contig74910,0.923707473757379
contig74928,NA
contig74942,NA
contig74965,NA
contig74992,NA
contig74994_213293,NA
contig7500_132145_18657_138089,NA
contig75004_106736_205607_76535,NA
contig75006,NA
contig75008,NA
contig75010,NA
contig75019,NA
contig75034,NA
contig75044,NA
contig75050,NA
contig75062,NA
contig75063_194318,NA
contig75073,NA
contig75081,NA
contig75086,NA
contig75088,NA
contig75090,NA
contig75098,NA
contig75108,NA
contig75111,NA
contig75114,NA
contig75115_26277,NA
contig75135,NA
contig75137,NA
contig75139,NA
contig75162,NA
contig75164,NA
contig75173,NA
contig75177,NA
contig75184,NA
contig75192,NA
contig75196,NA
contig7520_171270_93307,NA
contig75202,NA
contig75205_159073_81506,NA
contig75207,NA
contig75209,NA
contig75223,NA
contig75225,NA
contig75238_155841,NA
contig75248,NA
contig75250,NA
contig75252,NA
contig75270_68656,NA
contig75298,NA
contig75315,NA
contig75319,NA
contig75348,NA
contig75351,NA
contig75357,NA
contig75360,NA
contig75365,NA
contig75376,NA
contig75388_194067_112181,NA
contig75402,NA
contig75404,NA
contig75407,NA
contig75408,NA
contig75419,NA
contig75420_218277,NA
contig75430_149891_24645,NA
contig75435,NA
contig75439,NA
contig75443,NA
contig75447,NA
contig75451_78195,NA
contig75453,NA
contig75467,NA
contig75481_147674_112433_213698,NA
contig75493,NA
contig75509,NA
contig75510,NA
contig75514,NA
contig75519,NA
contig75524,NA
contig75531_180982,NA
contig75548,NA
contig75554,NA
contig75555,NA
contig75565,NA
contig75574,NA
contig75579,NA
contig75580,NA
contig75590,NA
contig75594,NA
contig75606,NA
contig75607_169164_74746,0.80543103532764
contig75611,NA
contig75612,NA
contig75613,NA
contig75619,NA
contig75626,NA
contig75639,NA
contig75640_114316,NA
contig75643,NA
contig75654,NA
contig75672_104621_181988,NA
contig75689,NA
contig75692,NA
contig75693,NA
contig75713_132719_110407,NA
contig75728,NA
contig75744,NA
contig75761,NA
contig75765_189385,NA
contig75772,NA
contig75776,NA
contig75793,NA
contig75796,NA
contig75803,NA
contig75807,NA
contig75810_203869,NA
contig75811,NA
contig75819,NA
contig75834,NA
contig75838,NA
contig75839,NA
contig75857,NA
contig75860,NA
contig75861_210306,NA
